date,NO2_value
2023-07-06,0.000105
2023-07-06,0.000103
2023-07-07,0.000103
2023-07-08,0.00013
2023-07-09,0.000104
2023-07-10,0.000096
2023-07-11,0.000088
2023-07-11,0.000093
2023-07-12,0.000105
2023-07-13,0.00013
2023-07-14,0.000124
2023-07-15,0.000119
2023-07-16,0.000098
2023-07-16,0.000096
2023-07-17,0.000104
2023-07-18,0.000135
2023-07-19,0.000111
2023-07-20,0.000155
2023-07-21,0.000102
2023-07-21,0.000101
2023-07-22,0.000101
2023-07-22,0.000122
2023-07-23,0.000116
2023-07-24,0.000107
2023-07-25,0.00011
2023-07-26,0.000122
2023-07-27,0.000105
2023-07-28,0.000128
2023-07-29,0.000153
2023-07-31,0.000142
2023-08-01,0.000103
2023-08-01,0.000113
2023-08-02,0.000113
2023-08-03,0.000097
2023-08-04,0.000099
2023-08-05,0.000087
2023-08-06,0.000089
2023-08-06,0.000084
2023-08-07,0.000081
2023-08-07,0.000086
2023-08-08,0.00009
2023-08-09,0.000113
2023-08-10,0.000116
2023-08-11,0.000099
2023-08-12,0.0001
2023-08-12,0.00009
2023-08-13,0.000091
2023-08-14,0.000072
2023-08-15,0.00009
2023-08-16,0.000093
2023-08-17,0.000084
2023-08-17,0.000098
2023-08-18,0.000115
2023-08-20,0.000092
2023-08-21,0.000098
2023-08-22,0.00013
2023-08-22,0.000101
2023-08-23,0.000087
2023-08-23,0.000107
2023-08-24,0.000099
2023-08-25,0.00011
2023-08-26,0.000105
2023-08-27,0.000093
2023-08-28,0.000083
2023-08-28,0.000084
2023-08-29,0.000095
2023-08-30,0.000141
2023-08-31,0.000108
2023-09-01,0.000111
2023-09-02,0.000083
2023-09-02,0.000083
2023-09-03,0.000089
2023-09-04,0.000087
2023-09-05,0.000073
2023-09-06,0.000108
2023-09-07,0.000089
2023-09-07,0.000088
2023-09-08,0.000089
2023-09-08,0.000106
2023-09-09,0.000084
2023-09-10,0.00008
2023-09-11,0.0001
2023-09-12,0.000088
2023-09-13,0.000085
2023-09-13,0.000088
2023-09-14,0.000102
2023-09-15,0.000105
2023-09-16,0.000099
2023-09-17,0.000086
2023-09-18,0.000087
2023-09-18,0.000099
2023-09-19,0.000069
2023-09-20,0.000107
2023-09-21,0.000114
2023-09-22,0.000105
2023-09-23,0.000095
2023-09-23,0.000095
2023-09-24,0.000099
2023-09-24,0.000115
2023-09-25,0.00014
2023-09-26,0.000163
2023-09-27,0.000124
2023-09-28,0.000073
2023-09-29,0.000071
2023-09-29,0.000076
2023-09-30,0.000066
2023-10-01,0.000074
2023-10-02,0.000093
2023-10-03,0.000077
2023-10-04,0.000073
2023-10-04,0.000078
2023-10-05,0.000072
2023-10-06,0.000077
2023-10-07,0.000096
2023-10-08,0.000085
2023-10-09,0.000066
2023-10-09,0.000075
2023-10-10,0.000095
2023-10-10,0.000087
2023-10-11,0.000065
2023-10-12,0.000088
2023-10-13,0.000076
2023-10-14,0.000074
2023-10-15,0.000066
2023-10-15,0.000058
2023-10-16,0.000072
2023-10-17,0.000076
2023-10-18,0.000108
2023-10-19,0.000072
2023-10-20,0.00008
2023-10-20,0.000077
2023-10-21,0.000072
2023-10-22,0.000086
2023-10-23,0.000077
2023-10-24,0.000095
2023-10-25,0.000089
2023-10-25,0.000082
2023-10-26,0.000083
2023-10-26,0.000088
2023-10-27,0.000073
2023-10-28,0.000096
2023-10-29,0.000078
2023-10-30,0.000081
2023-10-31,0.000065
2023-10-31,0.000056
2023-11-02,0.000111
2023-11-03,0.000069
2023-11-04,0.000088
2023-11-05,0.000072
2023-11-05,0.000072
2023-11-06,0.000064
2023-11-07,0.000095
2023-11-08,0.000086
2023-11-09,0.00009
2023-11-10,0.000064
2023-11-10,0.000069
2023-11-11,0.000057
2023-11-11,0.000061
2023-11-12,0.00008
2023-11-13,0.00008
2023-11-14,0.000107
2023-11-15,0.000078
2023-11-16,0.000082
2023-11-16,0.000067
2023-11-17,0.00008
2023-11-18,0.000066
2023-11-19,0.000058
2023-11-20,0.000062
2023-11-21,0.000062
2023-11-21,0.000068
2023-11-22,0.000064
2023-11-23,0.000074
2023-11-24,0.000084
2023-11-26,0.000056
2023-11-26,0.000051
2023-11-27,0.000055
2023-11-27,0.000052
2023-11-28,0.000068
2023-11-29,0.000065
2023-11-30,0.000089
2023-12-01,0.000065
2023-12-02,0.000068
2023-12-02,0.000063
2023-12-03,0.00008
2023-12-04,0.000068
2023-12-05,0.000077
2023-12-06,0.000076
2023-12-07,0.000057
2023-12-07,0.000055
2023-12-08,0.000048
2023-12-09,0.000047
2023-12-10,0.000037
2023-12-11,0.00018
2023-12-12,0.000065
2023-12-12,0.000058
2023-12-13,0.000053
2023-12-13,0.000061
2023-12-14,0.000051
2023-12-15,0.000101
2023-12-16,0.000083
2023-12-17,0.000065
2023-12-18,0.000073
2023-12-18,0.000075
2023-12-19,0.000068
2023-12-20,0.000086
2023-12-21,0.000106
2023-12-22,0.000057
2023-12-23,0.000056
2023-12-23,0.000061
2023-12-24,0.000054
2023-12-25,0.000073
2023-12-26,0.000083
2023-12-27,0.000079
2023-12-28,0.000075
2023-12-28,0.000068
2023-12-29,0.0001
2023-12-30,0.000115
2023-12-31,0.00012
2024-01-01,0.000067
2024-01-02,0.000083
2024-01-03,0.000043
2024-01-03,0.000043
2024-01-04,0.000047
2024-01-05,0.000047
2024-01-06,0.00007
2024-01-08,0.000116
2024-01-08,0.000069
2024-01-09,0.000058
2024-01-10,0.000061
2024-01-11,0.000066
2024-01-12,0.000047
2024-01-13,0.000069
2024-01-13,0.000062
2024-01-14,0.000066
2024-01-14,0.000076
2024-01-15,0.00005
2024-01-16,0.000065
2024-01-17,0.000038
2024-01-18,0.000085
2024-01-19,0.000049
2024-01-19,0.000059
2024-01-20,0.000063
2024-01-21,0.000074
2024-01-22,0.000046
2024-01-23,0.000056
2024-01-24,0.000056
2024-01-24,0.000051
2024-01-25,0.000048
2024-01-26,0.00004
2024-01-27,0.000056
2024-01-28,0.00006
2024-01-29,0.000057
2024-01-29,0.000094
2024-01-30,0.000103
2024-01-30,0.000057
2024-02-01,0.000077
2024-02-02,0.000093
2024-02-03,0.000097
2024-02-04,0.000074
2024-02-04,0.000063
2024-02-05,0.00006
2024-02-06,0.00006
2024-02-07,0.000063
2024-02-08,0.000062
2024-02-09,0.000081
2024-02-09,0.000061
2024-02-10,0.000061
2024-02-11,0.000076
2024-02-12,0.00005
2024-02-14,0.000061
2024-02-14,0.000076
2024-02-15,0.000083
2024-02-15,0.00007
2024-02-16,0.000084
2024-02-17,0.000066
2024-02-18,0.000072
2024-02-19,0.000068
2024-02-20,0.000067
2024-02-20,0.00007
2024-02-21,0.000077
2024-02-22,0.000062
2024-02-23,0.000112
2024-02-24,0.000082
2024-02-25,0.000076
2024-02-25,0.000069
2024-02-26,0.000059
2024-02-27,0.000074
2024-02-28,0.000063
2024-02-29,0.000075
2024-03-01,0.000073
2024-03-01,0.000076
2024-03-02,0.000065
2024-03-02,0.000067
2024-03-03,0.000079
2024-03-04,0.000069
2024-03-05,0.000069
2024-03-06,0.000063
2024-03-07,0.000072
2024-03-07,0.000067
2024-03-08,0.000063
2024-03-09,0.000073
2024-03-10,0.000075
2024-03-11,0.000105
2024-03-12,0.000072
2024-03-12,0.000067
2024-03-13,0.000069
2024-03-14,0.000065
2024-03-15,0.000062
2024-03-16,0.000072
2024-03-17,0.000055
2024-03-17,0.000043
2024-03-18,0.000047
2024-03-18,0.000063
2024-03-19,0.000065
2024-03-20,0.000068
2024-03-21,0.000073
2024-03-22,0.00008
2024-03-23,0.000073
2024-03-24,0.00007
2024-03-25,0.000072
2024-03-26,0.000062
2024-03-27,0.000057
2024-03-28,0.000061
2024-03-28,0.000066
2024-03-29,0.000076
2024-03-30,0.000097
2024-03-31,0.000089
2024-04-01,0.000109
2024-04-02,0.0001
2024-04-02,0.000101
2024-04-03,0.000091
2024-04-03,0.000085
2024-04-04,0.000095
2024-04-05,0.000083
2024-04-06,0.000103
2024-04-07,0.000074
2024-04-08,0.00006
2024-04-08,0.000074
2024-04-09,0.000076
2024-04-10,0.000104
2024-04-11,0.000134
2024-04-12,0.000105
2024-04-13,0.000101
2024-04-13,0.000106
2024-04-14,0.00009
2024-04-15,0.000082
2024-04-16,0.00016
2024-04-17,0.000083
2024-04-18,0.000087
2024-04-18,0.000077
2024-04-19,0.000079
2024-04-19,0.000078
2024-04-20,0.000067
2024-04-21,0.000084
2024-04-22,0.000097
2024-04-23,0.000073
2024-04-24,0.000078
2024-04-24,0.000075
2024-04-25,0.000069
2024-04-26,0.000078
2024-04-27,0.000071
2024-04-28,0.000048
2024-04-29,0.000073
2024-04-29,0.000086
2024-04-30,0.000053
2024-05-01,0.000075
2024-05-02,0.000086
2024-05-03,0.000086
2024-05-04,0.000073
2024-05-04,0.000083
2024-05-05,0.000084
2024-05-05,0.000067
2024-05-06,0.000079
2024-05-07,0.000079
2024-05-08,0.000106
2024-05-09,0.000076
2024-05-10,0.000003
2024-05-10,0.000056
2024-05-11,0.000064
2024-05-12,0.000075
2024-05-13,0.000086
2024-05-14,0.000077
2024-05-15,0.000082
2024-05-15,0.000083
2024-05-16,0.00009
2024-05-17,0.000086
2024-05-18,0.000099
2024-05-19,0.000125
2024-05-20,0.000084
2024-05-20,0.000083
2024-05-21,0.000096
2024-05-21,0.000088
2024-05-22,0.000076
2024-05-23,0.000039
2024-05-24,0.00009
2024-05-25,0.000079
2024-05-26,0.000075
2024-05-26,0.000078
2024-05-27,0.00008
2024-05-28,0.000074
2024-05-29,0.000085
2024-05-30,0.00008
2024-05-31,0.00009
2024-05-31,0.000087
2024-06-01,0.000093
2024-06-02,0.000083
2024-06-03,0.000095
2024-06-04,0.000088
2024-06-05,0.000094
2024-06-05,0.000093
2024-06-06,0.00008
2024-06-06,0.00009
2024-06-07,0.000083
2024-06-08,0.000094
2024-06-09,0.000092
2024-06-10,0.000108
2024-06-11,0.000093
2024-06-11,0.000094
2024-06-12,0.000122
2024-06-13,0.000092
2024-06-14,0.000088
2024-06-15,0.000115
2024-06-16,0.000076
2024-06-16,0.000088
2024-06-17,0.000081
2024-06-18,0.0001
2024-06-19,0.000099
2024-06-20,0.000109
2024-06-21,0.00011
2024-06-21,0.000084
2024-06-22,0.000098
2024-06-22,0.000087
2024-06-23,0.000104
2024-06-24,0.000122
2024-06-25,0.000108
2024-06-26,0.000112
2024-06-27,0.000108
2024-06-27,0.000099
2024-06-28,0.000101
2024-06-29,0.000109
2024-06-30,0.000127
2024-07-01,0.000099
2024-07-02,0.000103
2024-07-02,0.000105
2024-07-03,0.000089
2024-07-04,0.000093
2024-07-05,0.000103
2024-07-06,0.000118
2024-07-07,0.000127
2024-07-07,0.000118
2024-07-08,0.000078
2024-07-08,0.000085
2024-07-09,0.000099
2024-07-10,0.000101
2024-07-11,0.000108
2024-07-12,0.000111
2024-07-13,0.00009
2024-07-13,0.000092
2024-07-14,0.000099
2024-07-15,0.000147
2024-07-16,0.000141
2024-07-17,0.000134
2024-07-18,0.000121
2024-07-18,0.00012
2024-07-19,0.000107
2024-07-20,0.000087
2024-07-21,0.000148
2024-07-22,0.000137
2024-07-23,0.000112
2024-07-24,0.000094
2024-07-24,0.000104
2024-07-25,0.0001
2024-07-26,0.000104
2024-07-27,0.000096
2024-07-28,0.000103
2024-07-29,0.000106
2024-07-29,0.000116
2024-07-31,0.000102
2024-08-01,0.000108
2024-08-02,0.000108
2024-08-03,0.000104
2024-08-03,0.000113
2024-08-04,0.000104
2024-08-05,0.000103
2024-08-06,0.000165
2024-08-07,0.000149
2024-08-08,0.000103
2024-08-09,0.000097
2024-08-09,0.000087
2024-08-10,0.000094
2024-08-11,0.000119
2024-08-12,0.000092
2024-08-13,0.00009
2024-08-14,0.000098
2024-08-14,0.000104
2024-08-15,0.000101
2024-08-16,0.000125
2024-08-17,0.000132
2024-08-18,0.000126
2024-08-19,0.000094
2024-08-19,0.000085
2024-08-20,0.000105
2024-08-21,0.000127
2024-08-22,0.000085
2024-08-23,0.000088
2024-08-24,0.000094
2024-08-24,0.000075
2024-08-25,0.000097
2024-08-25,0.000083
2024-08-26,0.00008
2024-08-27,0.000096
2024-08-28,0.000077
2024-08-29,0.000092
2024-08-30,0.000092
2024-08-30,0.00009
2024-08-31,0.000085
2024-09-01,0.000102
2024-09-02,0.000096
2024-09-03,0.00009
2024-09-04,0.000119
2024-09-04,0.00009
2024-09-05,0.000094
2024-09-06,0.000141
2024-09-07,0.000166
2024-09-08,0.00009
2024-09-09,0.000084
2024-09-09,0.000084
2024-09-10,0.000081
2024-09-10,0.000074
2024-09-11,0.000079
2024-09-12,0.000106
2024-09-13,0.000075
2024-09-14,0.000118
2024-09-15,0.000067
2024-09-15,0.000067
2024-09-16,0.000086
2024-09-17,0.000079
2024-09-18,0.000091
2024-09-19,0.000077
2024-09-20,0.000089
2024-09-20,0.000079
2024-09-21,0.000067
2024-09-22,0.00008
2024-09-23,0.000091
2024-09-25,0.000176
2024-09-25,0.000085
2024-09-26,0.000089
2024-09-26,0.000091
2024-09-27,0.000108
2024-09-28,0.000138
2024-09-29,0.000099
2024-09-30,0.000071
2024-10-01,0.000068
2024-10-01,0.000085
2024-10-02,0.000116
2024-10-03,0.000123
2024-10-04,0.000103
2024-10-05,0.000177
2024-10-06,0.000112
2024-10-06,0.000086
2024-10-07,0.000124
2024-10-08,0.000107
2024-10-09,0.000099
2024-10-10,0.000085
2024-10-11,0.000077
2024-10-12,0.000082
2024-10-12,0.000088
2024-10-13,0.000068
2024-10-14,0.000074
2024-10-15,0.000067
2024-10-16,0.000058
2024-10-17,0.000087
2024-10-17,0.000084
2024-10-18,0.000066
2024-10-19,0.000075
2024-10-20,0.00007
2024-10-21,0.000074
2024-10-22,0.00006
2024-10-22,0.000064
2024-10-23,0.000065
2024-10-24,0.000075
2024-10-25,0.000082
2024-10-26,0.000089
2024-10-27,0.000076
2024-10-27,0.000064
2024-10-28,0.000089
2024-10-28,0.000076
2024-10-29,0.000087
2024-10-30,0.000118
2024-10-31,0.000076
2024-11-01,7.66E-05
2024-11-02,8.82E-05
2024-11-02,6.44E-05
2024-11-03,9.61E-05
2024-11-04,1.13E-04
2024-11-05,7.28E-05
2024-11-06,9.06E-05
2024-11-07,8.31E-05
2024-11-07,7.92E-05
2024-11-08,8.24E-05
2024-11-09,7.76E-05
2024-11-10,7.73E-05
2024-11-12,7.71E-05
2024-11-12,7.26E-05
2024-11-13,7.52E-05
2024-11-13,9.34E-05
2024-11-14,7.09E-05
2024-11-15,1.15E-04
2024-11-16,6.33E-05
2024-11-17,5.69E-05
2024-11-18,7.45E-05
2024-11-18,6.73E-05
2024-11-19,8.63E-05
2024-11-20,6.90E-05
2024-11-21,8.53E-05
2024-11-22,7.28E-05
2024-11-23,1.03E-04
2024-11-23,8.64E-05
2024-11-24,5.51E-05
2024-11-25,6.50E-05
2024-11-26,6.94E-05
2024-11-27,7.68E-05
2024-11-28,7.40E-05
2024-11-29,6.64E-05
2024-11-29,8.52E-05
2024-11-30,9.09E-05
2024-12-01,8.11E-05
2024-12-02,6.22E-05
2024-12-03,6.75E-05
2024-12-04,7.07E-05
2024-12-04,5.38E-05
2024-12-05,7.18E-05
2024-12-06,6.78E-05
2024-12-08,6.30E-05
2024-12-09,9.11E-05
2024-12-09,1.30E-04
2024-12-10,5.37E-05
2024-12-11,6.95E-05
2024-12-12,5.97E-05
2024-12-13,6.78E-05
2024-12-14,7.01E-05
2024-12-15,1.17E-04
2024-12-15,1.47E-04
2024-12-16,2.31E-04
2024-12-17,5.97E-05
2024-12-18,7.60E-05
2024-12-19,8.31E-05
2024-12-20,5.45E-05
2024-12-20,6.79E-05
2024-12-21,5.53E-05
2024-12-22,6.55E-05
2024-12-23,6.33E-05
2024-12-24,8.40E-05
2024-12-25,7.93E-05
2024-12-25,1.13E-04
2024-12-26,6.47E-05
2024-12-27,9.68E-05
2024-12-28,1.06E-04
2024-12-29,6.13E-05
2024-12-30,5.33E-05
2024-12-31,8.67E-05
2024-12-31,8.94E-05
2025-01-01,6.85E-05
2025-01-02,7.94E-05
2025-01-03,1.44E-04
2025-01-04,8.23E-05
2025-01-05,1.25E-05
2025-01-05,3.31E-05
2025-01-06,6.58E-05
2025-01-07,7.78E-05
2025-01-08,1.09E-04
2025-01-09,1.26E-04
2025-01-10,8.85E-05
2025-01-10,7.07E-05
2025-01-11,5.83E-05
2025-01-12,8.31E-05
2025-01-13,5.68E-05
2025-01-14,6.71E-05
2025-01-15,1.10E-04
2025-01-16,5.14E-05
2025-01-16,5.74E-05
2025-01-17,7.25E-05
2025-01-18,6.31E-05
